,base_generated,base_prefixes,changed,date,mirror_from,namespace,sha256_hash,version,metrics.Axioms: Breakdown of axiom types.AnnotationAssertion,metrics.Axioms: Breakdown of axiom types.AnnotationPropertyDomain,metrics.Axioms: Breakdown of axiom types.AnnotationPropertyRangeOf,metrics.Axioms: Breakdown of axiom types.AsymmetricObjectProperty,metrics.Axioms: Breakdown of axiom types.ClassAssertion,metrics.Axioms: Breakdown of axiom types.DataPropertyDomain,metrics.Axioms: Breakdown of axiom types.Declaration,metrics.Axioms: Breakdown of axiom types.DifferentIndividuals,metrics.Axioms: Breakdown of axiom types.DisjointClasses,metrics.Axioms: Breakdown of axiom types.DisjointObjectProperties,metrics.Axioms: Breakdown of axiom types.EquivalentClasses,metrics.Axioms: Breakdown of axiom types.InverseObjectProperties,metrics.Axioms: Breakdown of axiom types.IrrefexiveObjectProperty,metrics.Axioms: Breakdown of axiom types.NegativeObjectPropertyAssertion,metrics.Axioms: Breakdown of axiom types.ObjectPropertyAssertion,metrics.Axioms: Breakdown of axiom types.ObjectPropertyDomain,metrics.Axioms: Breakdown of axiom types.ObjectPropertyRange,metrics.Axioms: Breakdown of axiom types.SameIndividual,metrics.Axioms: Breakdown of axiom types.SubAnnotationPropertyOf,metrics.Axioms: Breakdown of axiom types.SubClassOf,metrics.Axioms: Breakdown of axiom types.SubObjectPropertyOf,metrics.Axioms: Breakdown of axiom types.SymmetricObjectProperty,metrics.Axioms: Breakdown of axiom types.TransitiveObjectProperty,metrics.Axioms: Number of axioms,metrics.Entities: % of entities reused,metrics.Entities: Number of annotation properties,metrics.Entities: Number of classes,metrics.Entities: Number of data properties,metrics.Entities: Number of individuals,metrics.Entities: Number of object properties,metrics.Entities: Number of unsatisfiable classes,metrics.Info: Breakdown of OWL class expressions used.Class,metrics.Info: Breakdown of OWL class expressions used.DataHasValue,metrics.Info: Breakdown of OWL class expressions used.ObjectAllValuesFrom,metrics.Info: Breakdown of OWL class expressions used.ObjectComplementOf,metrics.Info: Breakdown of OWL class expressions used.ObjectExactCardinality,metrics.Info: Breakdown of OWL class expressions used.ObjectHasValue,metrics.Info: Breakdown of OWL class expressions used.ObjectIntersectionOf,metrics.Info: Breakdown of OWL class expressions used.ObjectMinCardinality,metrics.Info: Breakdown of OWL class expressions used.ObjectOneOf,metrics.Info: Breakdown of OWL class expressions used.ObjectSomeValuesFrom,metrics.Info: Breakdown of OWL class expressions used.ObjectUnionOf,metrics.Info: Does the ontology fall under OWL 2 DL?,metrics.Info: Experimental OBO score._dashboard,metrics.Info: Experimental OBO score._formula,metrics.Info: Experimental OBO score._impact,metrics.Info: Experimental OBO score._impact_external,metrics.Info: Experimental OBO score._reuse,metrics.Info: Experimental OBO score.oboscore,metrics.Info: How many externally documented uses?,metrics.Info: How many ontologies use it?,metrics.Info: Logical consistency,metrics.Info: Syntax,metrics.Info: Usage of namespaces in axioms.BFO,metrics.Info: Usage of namespaces in axioms.IAO,metrics.Info: Usage of namespaces in axioms.OMO,metrics.Info: Usage of namespaces in axioms.RO,metrics.Info: Usage of namespaces in axioms.UO,metrics.Info: Usage of namespaces in axioms.dc,metrics.Info: Usage of namespaces in axioms.dc11,metrics.Info: Usage of namespaces in axioms.foaf,metrics.Info: Usage of namespaces in axioms.obo,metrics.Info: Usage of namespaces in axioms.oboInOwl,metrics.Info: Usage of namespaces in axioms.owl,metrics.Info: Usage of namespaces in axioms.prefix_unknown,metrics.Info: Usage of namespaces in axioms.prov,metrics.Info: Usage of namespaces in axioms.rdf,metrics.Info: Usage of namespaces in axioms.rdfs,metrics.Info: Usage of namespaces in axioms.xsd,metrics.Info: Which ontologies use it?,results.FP01 Open.comment,results.FP01 Open.status,results.FP02 Common Format.status,results.FP03 URIs.comment,results.FP03 URIs.file,results.FP03 URIs.status,results.FP04 Versioning.comment,results.FP04 Versioning.status,results.FP05 Scope.comment,results.FP05 Scope.status,results.FP06 Textual Definitions.status,results.FP07 Relations.status,results.FP08 Documented.status,results.FP09 Plurality of Users.comment,results.FP09 Plurality of Users.status,results.FP11 Locus of Authority.comment,results.FP11 Locus of Authority.status,results.FP12 Naming Conventions.status,results.FP16 Maintenance.comment,results.FP16 Maintenance.status,results.FP20 Responsiveness.status,results.ROBOT Report.status,summary.comment,summary.status,summary.summary_count.ERROR,summary.summary_count.INFO,summary.summary_count.WARN,metrics.Axioms: Breakdown of axiom types.DataPropertyRange,metrics.Axioms: Breakdown of axiom types.SubDataPropertyOf,results.FP20 Responsiveness.comment,metrics.Axioms: Breakdown of axiom types.FunctionalObjectProperty,metrics.Axioms: Breakdown of axiom types.InverseFunctionalObjectProperty,metrics.Axioms: Breakdown of axiom types.SubPropertyChainOf,metrics.Info: Usage of namespaces in axioms.skos,results.FP02 Common Format.comment,metrics.Axioms: Breakdown of axiom types.DisjointUnion,metrics.Axioms: Breakdown of axiom types.FunctionalDataProperty,metrics.Axioms: Breakdown of axiom types.Rule,metrics.Info: Breakdown of OWL class expressions used.DataAllValuesFrom,metrics.Info: Breakdown of OWL class expressions used.DataExactCardinality,metrics.Info: Breakdown of OWL class expressions used.DataSomeValuesFrom,metrics.Axioms: Breakdown of axiom types.DataPropertyAssertion,metrics.Axioms: Breakdown of axiom types.ReflexiveObjectProperty,metrics.Axioms: Breakdown of axiom types.EquivalentDataProperties,metrics.Axioms: Breakdown of axiom types.EquivalentObjectProperties,metrics.Info: Breakdown of OWL class expressions used.ObjectMaxCardinality,results.FP08 Documented.comment,metrics.Info: Breakdown of OWL class expressions used.DataMinCardinality,metrics.Info: Usage of namespaces in axioms.APOLLO_SV,metrics.Info: Usage of namespaces in axioms.OBI,metrics.Info: Usage of namespaces in axioms.PATO,metrics.Info: Usage of namespaces in axioms.CHEBI,metrics.Info: Usage of namespaces in axioms.schema,metrics.Info: Breakdown of OWL class expressions used.ObjectHasSelf,metrics.Info: Usage of namespaces in axioms.BSPO,metrics.Info: Usage of namespaces in axioms.CARO,metrics.Info: Usage of namespaces in axioms.CL,metrics.Info: Usage of namespaces in axioms.ENVO,metrics.Info: Usage of namespaces in axioms.GO,metrics.Info: Usage of namespaces in axioms.NBO,metrics.Info: Usage of namespaces in axioms.NCBITaxon,metrics.Info: Usage of namespaces in axioms.PCO,metrics.Info: Usage of namespaces in axioms.PR,metrics.Info: Usage of namespaces in axioms.SO,metrics.Info: Usage of namespaces in axioms.UBERON,results.FP06 Textual Definitions.comment,results.ROBOT Report.comment,results.ROBOT Report.file,results.ROBOT Report.results.ERROR,results.ROBOT Report.results.INFO,results.ROBOT Report.results.WARN,metrics.Axioms: Breakdown of axiom types.DatatypeDefinition,metrics.Info: Breakdown of OWL class expressions used.DataMaxCardinality,metrics.Info: Usage of namespaces in axioms.GAZ,failure,metrics.Info: Usage of namespaces in axioms.BCGO,metrics.Info: Usage of namespaces in axioms.BTO,metrics.Info: Usage of namespaces in axioms.CLO,metrics.Info: Usage of namespaces in axioms.ERO,metrics.Info: Usage of namespaces in axioms.PO,metrics.Axioms: Breakdown of axiom types.DisjointDataProperties,metrics.Info: Usage of namespaces in axioms.CHMO,metrics.Info: Usage of namespaces in axioms.GENEPIO,metrics.Info: Usage of namespaces in axioms.HP,metrics.Info: Usage of namespaces in axioms.NCIT,metrics.Info: Usage of namespaces in axioms.OAE,metrics.Info: Usage of namespaces in axioms.OBA,metrics.Info: Usage of namespaces in axioms.OBCS,metrics.Info: Usage of namespaces in axioms.STATO,metrics.Info: Usage of namespaces in axioms.void
10,True,"['emmo_battinfo', 'EMMO_BATTINFOALT']",True,2023-04-27 12:00:24.395534,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/battinfo.ttl,EMMO_BattINFO,7f84302007fd044c2711f0802b9d09c83d5dc125d99a58ccbf4930d0d80eabb3,https://big-map.github.io/BattINFO/ontology/BattINFO/0.5.0/battinfo.ttl,3181.0,,18.0,15.0,1.0,2.0,1015.0,,5.0,,69.0,8.0,16.0,,,22.0,30.0,,22.0,1500.0,54.0,8.0,9.0,6030.0,100.0,35.0,940.0,3.0,1.0,45.0,0.0,4186.0,130.0,60.0,5.0,8.0,1.0,9.0,1.0,,257.0,14.0,False,0.504,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.252,0.0,0.0,True,Turtle,,,,,,6.0,,,,,34.0,6498.0,,110.0,499.0,31.0,[],Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI does not resolve,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,6 errors,ERROR,6.0,1.0,1.0,1.0,2.0,,9.0,5.0,,1185.0,"OWL syntax (Turtle), but should be RDF/XML",28.0,2.0,,3.0,3.0,4.0,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,True,"['emmo_datamodel', 'EMMO_DATAMODELALT']",True,2023-04-27 11:57:18.850091,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/datamodel.ttl,EMMO_Datamodel,865ce4ed931bdc5248b86b0e48cea0e2b9f208840942651d16e656c829a8f21a,http://emmo.info/datamodel/0.0.2/metamodel,94.0,1.0,1.0,1.0,,8.0,47.0,,,,,,1.0,,,10.0,10.0,,2.0,32.0,12.0,,,239.0,100.0,14.0,13.0,11.0,0.0,13.0,0.0,97.0,,2.0,,,,,,,7.0,1.0,False,0.527,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.264,0.0,0.0,True,RDF/XML Syntax,,,,,,6.0,,,,,7.0,226.0,,1.0,49.0,18.0,[],Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI does not resolve,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,6 errors,ERROR,6.0,1.0,0.0,8.0,7.0,,1.0,1.0,,44.0,,1.0,2.0,,,11.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,True,"['emmo_atomistic', 'EMMO_ATOMISTICALT']",True,2023-04-27 11:57:27.881669,https://raw.githubusercontent.com/emmo-repo/domain-atomistic/master/atomistic.ttl,EMMO_atomistic,e71cf7ad29c10dfd425d79bbc7eeec01ca4682e996f9b1c07d8f325f39fec674,http://emmo.info/0.0.1/domain-atomistic,1921.0,,18.0,15.0,1.0,2.0,609.0,,1.0,,68.0,8.0,16.0,,,23.0,30.0,,22.0,884.0,55.0,8.0,9.0,3745.0,100.0,35.0,533.0,3.0,1.0,46.0,0.0,2537.0,129.0,60.0,5.0,5.0,1.0,9.0,,,121.0,13.0,False,0.504,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.252,0.0,0.0,True,Turtle,,,,,,6.0,,,,,34.0,4165.0,,109.0,325.0,31.0,[],Missing ontology license. Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI does not resolve,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,6 errors,ERROR,6.0,1.0,1.0,1.0,2.0,,9.0,5.0,,646.0,"OWL syntax (Turtle), but should be RDF/XML",28.0,2.0,,3.0,3.0,4.0,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,True,"['emmo_crystallography', 'EMMO_CRYSTALLOGRAPHYALT']",True,2023-04-27 11:57:10.537325,https://raw.githubusercontent.com/emmo-repo/domain-crystallography/master/crystallography.ttl,EMMO_crystallography,ba194d6a152b2103d8ca4f6d2980961870b581a8d2a1d4bcf02ab46cb3805503,http://emmo.info/domain-crystallography/0.0.1/crystallography,9482.0,2.0,20.0,16.0,1.0,2.0,1896.0,,2.0,,68.0,8.0,17.0,,,22.0,30.0,,25.0,3325.0,55.0,8.0,10.0,15143.0,100.0,42.0,1806.0,9.0,1.0,47.0,0.0,9700.0,135.0,162.0,6.0,31.0,1.0,10.0,,,253.0,13.0,False,0.549,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.275,0.0,0.0,True,Turtle,,,,,,6.0,,,,,53.0,15530.0,,115.0,1396.0,42.0,[],Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI 'http://emmo.info/domain-crystallography/0.0.1/crystallography' is not in recommended format,WARN,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,5 errors,ERROR,5.0,1.0,2.0,6.0,7.0,,9.0,6.0,,4123.0,"OWL syntax (Turtle), but should be RDF/XML",116.0,2.0,,3.0,9.0,4.0,,1.0,,7.0,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,True,"['emmo_mappings', 'EMMO_MAPPINGSALT']",True,2023-04-27 11:57:23.295940,https://raw.githubusercontent.com/emmo-repo/domain-mappings/master/mappings.ttl,EMMO_mappings,c5292bb186b6d059c71a7705fb06d6976c63f435d13b44cfdf8ec6f128f29987,http://emmo.info/domain-mappings/0.0.1,1915.0,1.0,19.0,15.0,5.0,4.0,613.0,,1.0,,67.0,8.0,16.0,,2.0,24.0,32.0,,23.0,876.0,57.0,8.0,9.0,3754.0,100.0,36.0,528.0,5.0,5.0,48.0,0.0,2523.0,128.0,60.0,5.0,5.0,1.0,9.0,,,118.0,13.0,False,0.504,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.252,0.0,0.0,True,Turtle,,,,,,6.0,,,,,38.0,4170.0,,108.0,332.0,34.0,[],Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI does not resolve,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,6 errors,ERROR,6.0,1.0,1.0,3.0,4.0,,9.0,5.0,,645.0,"OWL syntax (Turtle), but should be RDF/XML",28.0,2.0,,3.0,4.0,4.0,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,True,"['emmo_mechanical_testing', 'EMMO_MECHANICAL_TESTINGALT']",True,2023-04-27 11:53:57.199057,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/emmo-mechanical-testing.owl,EMMO_mechanical_testing,3e3df20aa79b0940c0624e530d66ac6417009ff174ec60b158f956939a1e832d,http://emmo.info/emmo/domain/mechanical-testing/1.0.0,2538.0,,30.0,20.0,1.0,4.0,964.0,,2.0,,79.0,,20.0,,,29.0,32.0,,37.0,1357.0,63.0,14.0,16.0,5257.0,100.0,52.0,851.0,7.0,2.0,61.0,0.0,3809.0,157.0,58.0,5.0,42.0,2.0,24.0,2.0,,208.0,13.0,False,0.527,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.264,0.0,0.0,True,RDF/XML Syntax,,,,,,6.0,,,,,29.0,5655.0,,136.0,666.0,44.0,[],Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI does not resolve,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,6 errors,ERROR,6.0,1.0,0.0,5.0,4.0,,4.0,8.0,,987.0,,27.0,3.0,,3.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,True,"['emmo_microstructure', 'EMMO_MICROSTRUCTUREALT']",True,2023-04-27 11:54:00.704059,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/emmo-microstructure.owl,EMMO_microstructure,d30a217f470ca02d13507c4e435ce7ae1f65aab1d72ba16f80a34a76be2d09f9,,622.0,,17.0,16.0,,2.0,274.0,,,,29.0,,16.0,,,22.0,30.0,,21.0,275.0,46.0,7.0,8.0,1406.0,100.0,34.0,219.0,3.0,1.0,47.0,0.0,894.0,8.0,18.0,5.0,5.0,1.0,5.0,,,64.0,12.0,False,0.467,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.234,0.0,0.0,True,RDF/XML Syntax,,,,,,6.0,,,,,23.0,1474.0,,8.0,217.0,10.0,[],Missing ontology license. Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Missing version IRI,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Missing version IRI to check date,ERROR,PASS,PASS,7 errors,ERROR,7.0,0.0,0.0,1.0,1.0,,4.0,5.0,,240.0,,10.0,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,True,"['foaf', 'FOAFALT']",True,2023-04-27 11:56:28.019564,https://raw.githubusercontent.com/ESIPFed/toolmatch-ontology/master/v3/foaf.owl,FOAF,b0497b153c6ac034eb9acf220ff3852daee6d31d02d9f9cdc39163528877d98a,,245.0,,,,,,75.0,,,,,4.0,,,,8.0,12.0,,,,12.0,,,393.0,14.63,10.0,1.0,27.0,0.0,42.0,0.0,20.0,,,,,,,,,,,False,0.333,(1*impact+1*dashboard)/2,0.333,0.0,0.146,0.333,0.0,21.0,True,RDF/XML Syntax,,,,,,,3.0,158.0,,,20.0,64.0,,,205.0,,"['AMONTOLOGY', 'BWMD-DOMAIN', 'BWMD-MID', 'CCO', 'CHAMEO', 'IAO', 'LPBFO', 'MOL_TENSILE', 'NanoMine', 'OA', 'OEO', 'OM', 'PATO', 'SEMMD', 'SSN', 'bmo', 'enanomapper', 'm4i', 'mvc', 'mwo', 'opmw']",Missing ontology license. Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Missing version IRI,ERROR,Missing domain (scope),ERROR,PASS,PASS,ERROR,Missing tracker and usages,ERROR,Missing contact information,ERROR,PASS,Missing version IRI to check date,ERROR,ERROR,PASS,9 errors,ERROR,9.0,0.0,0.0,21.0,,Missing tracker and usages,1.0,12.0,,,,,3.0,,,,,,,,,,Homepage URL (http://www.foaf-project.org/) does not resolve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,True,"['gpo', 'GPOALT']",True,2023-04-27 11:57:02.228428,https://raw.githubusercontent.com/General-Process-Ontology/ontology/master/GPO_inferred.ttl,GPO,566b85a92ea6429fe8edef1ff62dd39e1c85617ef22deaa337a32049901fd66b,,2532.0,,,7.0,3.0,4.0,1077.0,,3.0,,98.0,11.0,14.0,,,52.0,59.0,,,2207.0,115.0,11.0,6.0,6249.0,100.0,29.0,963.0,5.0,1.0,86.0,0.0,5450.0,494.0,46.0,5.0,5.0,1.0,16.0,,,336.0,35.0,False,0.444,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.222,0.0,0.0,True,Turtle,,,,,,6.0,,,,,29.0,7964.0,,120.0,305.0,387.0,[],Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Missing version IRI,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Missing version IRI to check date,ERROR,PASS,PASS,7 errors,ERROR,7.0,0.0,1.0,3.0,1.0,,,5.0,,1158.0,"OWL syntax (Turtle), but should be RDF/XML",36.0,4.0,,3.0,3.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,True,"['iao', 'IAOALT']",True,2023-04-27 12:00:28.515933,http://purl.obolibrary.org/obo/iao.owl,IAO,0f2155ff11a9ee31df406edf1bce9b0651c460b1a7dbcdfeb3a45f67db1d9207,http://purl.obolibrary.org/obo/iao/2022-11-07/iao.owl,2777.0,,1.0,,20.0,4.0,410.0,2.0,21.0,,13.0,18.0,1.0,,,24.0,24.0,,7.0,344.0,26.0,,4.0,3718.0,100.0,72.0,264.0,4.0,20.0,53.0,0.0,1108.0,,6.0,3.0,1.0,,21.0,1.0,3.0,90.0,2.0,True,0.6,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.3,0.0,0.0,True,RDF/XML Syntax,348.0,3310.0,6.0,122.0,10.0,1.0,29.0,4.0,,33.0,29.0,1.0,,2.0,508.0,4.0,[],Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,,PASS,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,,PASS,PASS,PASS,5 errors,ERROR,5.0,0.0,0.0,4.0,,,4.0,1.0,2.0,,,,4.0,4.0,,6.0,,,,,3.0,,,1.0,22.0,74.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,True,"['LPBFO', 'LPBFOALT']",True,2023-04-27 11:56:54.481815,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/LPBFO.owl,LPBFO,0d015a2265fe2a45682032a77b6c72708d6e73223e312f5a123e5b87adf7c9d4,https://gitlab.cc-asp.fraunhofer.de/EMI_datamanagement/LPBFO/-/raw/master/LPBFO.owl,1579.0,,,,,2.0,572.0,,22.0,,1.0,1.0,,,,8.0,14.0,,2.0,508.0,27.0,,,2757.0,100.0,29.0,509.0,12.0,0.0,28.0,0.0,1680.0,,,,,,,,,,,True,0.438,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.219,0.0,0.0,True,RDF/XML Syntax,272.0,428.0,,,,1.0,2.0,2.0,,,12.0,1634.0,,,1214.0,10.0,[],Missing ontology license. Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI 'https://gitlab.cc-asp.fraunhofer.de/EMI_datamanagement/LPBFO/-/raw/master/LPBFO.owl' is not in recommended format,WARN,Missing domain (scope),ERROR,PASS,PASS,ERROR,Missing tracker and usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,ERROR,PASS,7 errors,ERROR,7.0,1.0,1.0,10.0,11.0,Missing tracker and usages,,,,,,,,,,,,,,,,,Missing homepage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,True,"['mambo', 'MAMBOALT']",True,2023-04-27 11:59:59.474336,https://raw.githubusercontent.com/daimoners/MAMBO/master/mambo_core.owl,MAMBO,452059875cfdcd0c43dd914f268c162bbe95bddd38dc24f3cfafbb411d355afc,,,,,,21.0,32.0,111.0,,17.0,,,4.0,,,18.0,22.0,24.0,,,15.0,7.0,,3.0,366.0,100.0,0.0,31.0,38.0,21.0,23.0,0.0,219.0,,,,,,1.0,,,1.0,14.0,True,0.467,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.234,0.0,0.0,True,RDF/XML Syntax,,,,,,,,,,,25.0,611.0,,7.0,,67.0,[],Missing ontology license. Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Missing version IRI,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Missing version IRI to check date,ERROR,PASS,PASS,7 errors,ERROR,7.0,0.0,0.0,26.0,18.0,,,,,,,,4.0,,,4.0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,True,"['mdo', 'MDOALT']",True,2023-04-27 12:00:10.446848,https://raw.githubusercontent.com/LiUSemWeb/Materials-Design-Ontology/master/mdo-full.owl,MDO,f5de875133bebabbaa2020fe56887b91b9ff0b5651f1ecd09e699b5bb8e427d3,https://w3id.org/mdo/full/1.1/,177.0,,,,2.0,30.0,113.0,,1.0,,,,,,,26.0,29.0,,,49.0,,,,458.0,100.0,12.0,37.0,32.0,2.0,32.0,0.0,219.0,,19.0,,15.0,,19.0,,,11.0,5.0,True,0.571,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.285,0.0,0.0,True,RDF/XML Syntax,,,,,,5.0,,,,,,437.0,13.0,1.0,177.0,47.0,[],Missing registry license.,ERROR,PASS,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI 'https://w3id.org/mdo/full/1.1/' is not in recommended format,WARN,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,PASS,PASS,5 errors,ERROR,5.0,1.0,1.0,31.0,,,,,,,,,,,,14.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,True,"['MOL_BRINELL', 'MOL_BRINELLALT']",True,2023-04-27 12:00:32.283304,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/MOL_BRINELL.ttl,MOL_BRINELL,0538943a21c284c133ecf7452b7a547d9b351e3464dd00ed3140650f77b7336b,,191.0,,,,3053.0,,3340.0,,,,,,,,8133.0,,,,,14.0,,,,16349.0,100.0,4.0,37.0,4.0,3277.0,17.0,0.0,3118.0,,,,,,,,,,,False,0.378,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.189,0.0,0.0,True,Turtle,,,,287.0,,,,,,,,36821.0,,,192.0,1618.0,[],Missing ontology license. Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Missing version IRI,ERROR,Missing domain (scope),ERROR,PASS,PASS,PASS,Missing tracker and usages,ERROR,Missing contact information,ERROR,PASS,Missing version IRI to check date,ERROR,ERROR,PASS,8 errors,ERROR,8.0,0.0,1.0,,,Missing tracker and usages,,,,,"OWL syntax (Turtle), but should be RDF/XML",,,,,,,1618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,True,"['MOL_TENSILE', 'MOL_TENSILEALT']",True,2023-04-27 11:56:50.541003,https://raw.githubusercontent.com/ebrahimnorouzi/mseo.github.io/master/Ontology_files/MOL_TENSILE.owl,MOL_TENSILE,75270bf4e235acf81cb73ad9b9e9eaed49b3aa1901d0e286122814bb8fdd2f85,https://gitlab.cc-asp.fraunhofer.de/hart/matolab_mechanik/-/raw/master/mol_tt.owl,1354.0,,,,20.0,2.0,532.0,,21.0,,,1.0,,,,9.0,14.0,,2.0,386.0,83.0,,,2468.0,100.0,29.0,387.0,17.0,20.0,84.0,0.0,1331.0,,,,,,,,,,,True,0.416,(1*impact+1*dashboard)/2,0.0,0.0,1.0,0.208,0.0,0.0,True,Turtle,253.0,426.0,,,,1.0,2.0,2.0,,,23.0,1553.0,,,987.0,27.0,[],Missing ontology license. Missing registry license.,ERROR,WARN,0 invalid IRIs. The Ontology IRI is not valid.,fp3,ERROR,Version IRI 'https://gitlab.cc-asp.fraunhofer.de/hart/matolab_mechanik/-/raw/master/mol_tt.owl' is not in recommended format,WARN,Missing domain (scope),ERROR,PASS,PASS,ERROR,Missing tracker and usages,ERROR,Missing contact information,ERROR,PASS,Version IRI does not have date information,INFO,ERROR,PASS,7 errors,ERROR,7.0,1.0,2.0,14.0,16.0,Missing tracker and usages,1.0,,,,"OWL syntax (Turtle), but should be RDF/XML",,,,,,,13.0,,,,,Missing homepage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
